Date,Open,High,Low,Close,Volume
2023-03-06,145.61869019374763,151.80579540108818,147.5474614385591,153.8292961755305,3534629
2023-03-07,150.85392166316498,166.70604991178476,144.8153723550841,142.72205275601547,1525830
2023-03-08,142.81848449949524,156.4156012994347,143.94031481990535,154.22381127647827,2332397
2023-03-09,156.0439396150808,153.73037020799708,144.04968167974218,153.10701283912127,4323532
2023-03-10,141.49101287359542,150.81550283109527,137.1898230243951,138.91582269578592,4851431
2023-03-11,159.73773873201034,161.81785886376483,135.87183688528987,136.3872260175033,3136233
2023-03-12,155.44489538593314,163.55128723684564,146.18722310957028,137.01556002754853,1718216
2023-03-13,143.97431363068344,150.33175657855713,146.2022678935836,135.364436513031,3452401
2023-03-14,140.11044234247206,160.24186116598563,147.34144637160207,136.88885921511857,2268506
2023-03-15,156.3092285690967,154.52991550395876,148.2648110511294,148.66013546832713,1805497
2023-03-16,154.13714687695233,162.903455808189,140.22684797721877,136.42377296920458,1517313
2023-03-17,154.58014336081976,153.48732858009984,140.030325893744,141.37951260587522,2263108
2023-03-18,155.4254069337189,163.8187547620493,145.9659035793355,151.8975062193891,3709532
2023-03-19,141.4808930346818,157.73470692601074,142.9992786155553,135.46543871471653,4665060
2023-03-20,147.16931457088546,168.7345997747347,144.03933754515407,151.2893696517787,4462565
2023-03-21,142.3173811905026,152.75041888291986,145.915853388722,140.637095495468,2337682
2023-03-22,157.26206851751186,156.82132702100517,147.80010683635132,137.36329655243313,2076871
2023-03-23,152.46596253655116,152.26947042481177,136.7599031370307,148.93474330728301,2062383
2023-03-24,146.617960497053,168.49387236557126,137.51165905279888,147.57885693559768,4581292
2023-03-25,141.27116700572049,167.54678706761962,131.87963879681737,152.54944027054106,3254656
2023-03-26,146.21964643431323,155.1588325543031,141.56560281992347,149.70142087607772,3049365
2023-03-27,146.50366644053494,163.1996809206836,130.71884547593484,151.06961860769698,2286643
2023-03-28,154.59212356676127,166.34444400402433,139.3119603626492,140.64069145142614,2533584
2023-03-29,152.75114942710425,161.10401623198925,140.85289269415154,138.54879087559445,3006342
2023-03-30,157.74425485152653,160.59301156712013,135.7308250425657,150.01229503281718,3789592
2023-03-31,149.444298503239,154.83704581800905,141.8166652113802,151.13669478534527,1394540
2023-04-01,142.39188491876604,151.862055356118,130.610004998781,154.81010284001346,2926275
2023-04-02,154.2648957444599,167.94431515906655,130.7469637749843,143.25235353822853,3615075
2023-04-03,155.21570097233794,168.0083611432666,146.45201121319317,142.44036171585566,2215557
2023-04-04,151.22554395138994,162.66202914546537,137.20381282822527,150.52825921483995,1744699
2023-04-05,155.41934359909123,156.780595820974,132.5412102530377,141.81607080506035,3117022
2023-04-06,149.8759119272878,156.98419149225322,140.4448652010961,153.6151465120713,1952082
2023-04-07,150.45465658763987,164.5191135774048,145.39987106197222,152.16825503686024,4348924
2023-04-08,148.55082036717099,167.94220519905156,134.31642054993685,143.57988054750035,1248683
2023-04-09,140.50838253488192,167.74172848530236,142.45780951638,150.01742135582995,4380405
2023-04-10,142.1578285398661,165.59751091715248,131.70694929987536,150.09085748169366,1026790
